,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
1,1.0,0.4625850340136054,0.43150684931506844,0.4460431654676259,0.4444444444444444,0.4666666666666667,0.5241379310344827,0.4097222222222222,0.4782608695652174,0.48201438848920863,0.46478873239436624,0.5111111111111111,0.4782608695652174,0.4571428571428572,0.5035460992907801,0.45070422535211263,0.49629629629629635,0.49275362318840576,0.4195804195804196,0.4850746268656716,0.437037037037037,0.44852941176470584,0.46376811594202894,0.5104895104895104,0.49629629629629635,0.5217391304347826,0.475177304964539,0.4890510948905109,0.5,0.5140845070422535,0.5038759689922481
2,0.4625850340136054,1.0,0.46308724832214765,0.5441176470588236,0.4890510948905109,0.5220588235294117,0.5436241610738255,0.5474452554744526,0.47916666666666663,0.4930555555555556,0.47619047619047616,0.5,0.5434782608695652,0.5547445255474452,0.5347222222222222,0.524822695035461,0.5864661654135339,0.5034965034965035,0.525179856115108,0.46478873239436624,0.4817518248175182,0.49275362318840576,0.5071428571428571,0.5100671140939597,0.4755244755244755,0.5103448275862069,0.496551724137931,0.5434782608695652,0.5434782608695652,0.5448275862068965,0.460431654676259
3,0.43150684931506844,0.46308724832214765,1.0,0.4676258992805755,0.4347826086956522,0.4565217391304348,0.5238095238095238,0.49275362318840576,0.47857142857142854,0.4413793103448276,0.4964539007092199,0.4475524475524476,0.46808510638297873,0.4577464788732394,0.5140845070422535,0.45138888888888884,0.42361111111111116,0.4822695035460993,0.4714285714285714,0.46376811594202894,0.43795620437956206,0.4388489208633094,0.45390070921985815,0.45999999999999996,0.3851351351351351,0.46896551724137936,0.4964539007092199,0.48920863309352514,0.5,0.472972972972973,0.44852941176470584
4,0.4460431654676259,0.5441176470588236,0.4676258992805755,1.0,0.49606299212598426,0.5196850393700787,0.5882352941176471,0.41428571428571426,0.45255474452554745,0.4565217391304348,0.4817518248175182,0.4632352941176471,0.4850746268656716,0.4632352941176471,0.5681818181818181,0.4154929577464789,0.5153846153846153,0.5112781954887218,0.5,0.4696969696969697,0.4538461538461539,0.5,0.49242424242424243,0.435374149659864,0.43795620437956206,0.47482014388489213,0.43971631205673756,0.5190839694656488,0.49624060150375937,0.4893617021276596,0.4538461538461539
5,0.4444444444444444,0.4890510948905109,0.4347826086956522,0.49606299212598426,1.0,0.496,0.5,0.4014598540145985,0.45112781954887216,0.4772727272727273,0.5038167938931297,0.45112781954887216,0.5196850393700787,0.49612403100775193,0.48888888888888893,0.4772727272727273,0.46923076923076923,0.4772727272727273,0.443609022556391,0.46875,0.4296875,0.4418604651162791,0.4253731343283582,0.4436619718309859,0.48062015503875966,0.4632352941176471,0.3971631205673759,0.4732824427480916,0.5196850393700787,0.4676258992805755,0.46399999999999997
6,0.4666666666666667,0.5220588235294117,0.4565217391304348,0.5196850393700787,0.496,1.0,0.4895104895104895,0.4444444444444444,0.45185185185185184,0.5114503816793894,0.5037593984962406,0.4736842105263158,0.4411764705882353,0.4411764705882353,0.5,0.546875,0.49230769230769234,0.5348837209302326,0.4772727272727273,0.446969696969697,0.47619047619047616,0.4765625,0.42647058823529416,0.4545454545454546,0.4586466165413534,0.43262411347517726,0.47058823529411764,0.53125,0.5076923076923077,0.4475524475524476,0.4307692307692308
7,0.5241379310344827,0.5436241610738255,0.5238095238095238,0.5882352941176471,0.5,0.4895104895104895,1.0,0.48299319727891155,0.5208333333333333,0.5347222222222222,0.5067567567567568,0.4897959183673469,0.5103448275862069,0.4897959183673469,0.5547945205479452,0.5347222222222222,0.496551724137931,0.5899280575539568,0.48299319727891155,0.5177304964539007,0.4928571428571429,0.452054794520548,0.496551724137931,0.5197368421052632,0.5174825174825175,0.5410958904109588,0.5594405594405594,0.5314685314685315,0.6102941176470589,0.5231788079470199,0.5144927536231885
8,0.4097222222222222,0.5474452554744526,0.49275362318840576,0.41428571428571426,0.4014598540145985,0.4444444444444444,0.48299319727891155,1.0,0.4565217391304348,0.47101449275362317,0.45390070921985815,0.5227272727272727,0.4565217391304348,0.5,0.471830985915493,0.47101449275362317,0.4214285714285714,0.44999999999999996,0.4814814814814815,0.5076923076923077,0.4580152671755725,0.4477611940298507,0.44202898550724634,0.5,0.44202898550724634,0.47857142857142854,0.5073529411764706,0.4779411764705882,0.4565217391304348,0.4722222222222222,0.41481481481481486
9,0.4782608695652174,0.47916666666666663,0.47857142857142854,0.45255474452554745,0.45112781954887216,0.45185185185185184,0.5208333333333333,0.4565217391304348,1.0,0.4571428571428572,0.4714285714285714,0.46376811594202894,0.46376811594202894,0.4852941176470589,0.5107913669064748,0.4571428571428572,0.5037593984962406,0.5,0.4565217391304348,0.5153846153846153,0.4545454545454546,0.3829787234042553,0.4285714285714286,0.44594594594594594,0.45985401459854014,0.475177304964539,0.4714285714285714,0.4744525547445255,0.4852941176470589,0.4895104895104895,0.4328358208955224
10,0.48201438848920863,0.4930555555555556,0.4413793103448276,0.4565217391304348,0.4772727272727273,0.5114503816793894,0.5347222222222222,0.47101449275362317,0.4571428571428572,1.0,0.4545454545454546,0.4890510948905109,0.5111111111111111,0.44680851063829785,0.49295774647887325,0.48201438848920863,0.44285714285714284,0.5036496350364963,0.460431654676259,0.5426356589147288,0.4477611940298507,0.44852941176470584,0.4225352112676056,0.4693877551020408,0.4532374100719424,0.5,0.5294117647058824,0.5223880597014925,0.4571428571428572,0.5140845070422535,0.515625
